Date,AAPL,MSFT,JPM,XOM,JNJ,PG,WMT,NVDA
2024-02-12,185.29139709472656,407.345458984375,167.5506134033203,94.95318603515625,146.8319854736328,148.1162109375,55.343055725097656,72.11981964111328
2024-02-13,183.20237731933594,398.57586669921875,166.0923309326172,94.13573455810547,145.5482940673828,147.32432556152344,54.96608352661133,72.0000228881836
2024-02-14,182.3212127685547,402.42822265625,167.7793731689453,93.67127227783203,144.86924743652344,146.720947265625,54.79059600830078,73.7688980102539
2024-02-15,182.03411865234375,399.5487365722656,171.43939208984375,96.35584259033203,146.8970489501953,148.0219268798828,55.01482391357422,72.52908325195312
2024-02-16,180.49948120117188,397.0918884277344,170.63873291015625,96.35584259033203,146.72837829589844,148.49334716796875,55.362552642822266,72.4841537475586
2024-02-20,179.75694274902344,395.8437805175781,171.3059539794922,95.44550323486328,147.95619201660156,149.4360809326172,57.149906158447266,69.3287582397461
2024-02-21,180.5093994140625,395.2442932128906,172.4210968017578,97.39620971679688,148.7247314453125,151.21786499023438,56.447967529296875,67.35227966308594
2024-02-22,182.53903198242188,404.55096435546875,174.48941040039062,97.31260681152344,150.38369750976562,151.36875915527344,57.003665924072266,78.3986587524414
2024-02-23,180.70741271972656,403.2635803222656,175.36630249023438,96.4580078125,151.68646240234375,151.8118133544922,57.05241775512695,78.67715454101562
2024-02-26,179.36090087890625,400.51190185546875,174.76580810546875,96.8388671875,150.70236206054688,151.04818725585938,58.105323791503906,78.95166778564453
2024-02-27,180.8163299560547,400.4529113769531,174.85157775878906,96.63450622558594,150.88043212890625,150.18087768554688,58.0955810546875,78.56136322021484
2024-02-28,179.61831665039062,400.6887512207031,175.7379913330078,96.90388488769531,151.41470336914062,150.887939453125,58.12482452392578,77.52519226074219
2024-02-29,178.95498657226562,406.5067138671875,177.33926391601562,97.08967590332031,151.25537109375,149.8414764404297,57.140159606933594,78.97162628173828
2024-03-01,177.8758087158203,408.3346252441406,176.6053466796875,98.31584167480469,151.94891357421875,149.7566375732422,57.2863883972168,82.13300323486328
2024-03-04,173.361083984375,407.7646484375,177.93019104003906,96.9410400390625,149.8119659423828,150.42596435546875,57.81285095214844,85.08576202392578
2024-03-05,168.43055725097656,395.7062072753906,179.7125701904297,98.13005065917969,149.93382263183594,150.19972229003906,58.53429412841797,85.81549835205078
2024-03-06,167.44046020507812,395.1558837890625,180.64662170410156,99.1797103881836,149.3433380126953,150.43539428710938,59.05100631713867,88.54676818847656
2024-03-07,167.3216552734375,402.0843505859375,179.06442260742188,99.73705291748047,148.90281677246094,151.42529296875,58.846275329589844,92.5089111328125
2024-03-08,169.03451538085938,399.2146911621094,179.3980255126953,100.67525482177734,149.51202392578125,151.17076110839844,58.61228561401367,87.37680053710938
2024-03-11,171.03443908691406,397.5439147949219,179.46473693847656,101.26976776123047,151.11476135253906,152.30206298828125,59.13874816894531,85.6258316040039
2024-03-12,171.50965881347656,408.1184387207031,180.94207763671875,100.61952209472656,152.53004455566406,152.66029357910156,59.86993408203125,91.75423431396484
2024-03-13,169.4304962158203,407.9414978027344,182.409912109375,101.74349975585938,150.992919921875,153.00912475585938,59.74319839477539,90.73098754882812
2024-03-14,171.28195190429688,417.8869934082031,179.15972900390625,103.54560089111328,149.22146606445312,152.25491333007812,59.692317962646484,87.79207611083984
2024-03-15,170.9057159423828,409.23870849609375,181.38052368164062,103.35980987548828,148.256103515625,152.14181518554688,59.3597297668457,87.68526458740234
2024-03-18,171.99478149414062,410.123291015625,183.62991333007812,104.31658172607422,146.92518615722656,151.9815216064453,59.53581619262695,88.30219268798828
2024-03-19,174.33135986328125,414.1427307128906,184.7069549560547,105.05042266845703,146.40972900390625,152.56602478027344,59.54559326171875,89.24357604980469
2024-03-20,176.89564514160156,417.8968200683594,187.1278839111328,104.95753479003906,145.9879150390625,152.71688842773438,59.917327880859375,90.21588134765625
2024-03-21,169.66812133789062,421.9654235839844,189.72994995117188,105.42198181152344,145.97854614257812,152.59429931640625,60.112972259521484,91.27703094482422
2024-03-22,170.569091796875,421.3463134765625,187.40431213378906,105.42198181152344,145.4911651611328,152.40576171875,59.54559326171875,94.12610626220703
2024-03-25,169.15330505371094,415.5676574707031,185.6886749267578,106.49951934814453,145.48179626464844,151.01991271972656,59.25212097167969,94.83787536621094
2024-03-26,168.0246124267578,414.3785400390625,186.55599975585938,105.7006607055664,145.997314453125,151.35928344726562,59.19342041015625,92.40109252929688
2024-03-27,171.58885192871094,414.162353515625,190.1683807373047,106.79678344726562,148.04989624023438,153.30137634277344,59.39885330200195,90.09410095214844
2024-03-28,169.7770538330078,413.464599609375,190.9118194580078,107.97648620605469,148.26547241210938,152.9619903564453,58.86082077026367,90.19990539550781
2024-04-01,168.3414306640625,417.2481994628906,189.61557006835938,108.67317962646484,147.88121032714844,151.38760375976562,58.69451904296875,90.20689392089844
2024-04-02,167.16326904296875,414.1721496582031,189.53933715820312,110.80037689208984,147.8343505859375,151.37815856933594,57.87279510498047,89.29747009277344
2024-04-03,167.96522521972656,413.1992492675781,189.0055694580078,110.81895446777344,144.58201599121094,147.21119689941406,58.13691711425781,88.81031799316406
2024-04-04,167.14346313476562,410.6735534667969,187.5675506591797,111.2091064453125,142.93246459960938,146.55123901367188,58.20540237426758,85.75658416748047
2024-04-05,167.89590454101562,418.1818542480469,189.2931671142578,112.7417984008789,142.82937622070312,147.16404724121094,58.547786712646484,87.85597229003906
2024-04-08,166.77713012695312,417.267822265625,190.28062438964844,111.98009490966797,142.07952880859375,147.10745239257812,58.479305267333984,86.98246765136719
2024-04-09,167.98501586914062,418.92877197265625,189.0055694580078,112.56529998779297,142.73562622070312,147.69200134277344,58.48908996582031,85.20654296875
2024-04-10,166.11378479003906,415.9607849121094,187.39495849609375,113.5127944946289,140.7767791748047,148.2388153076172,59.30103302001953,86.88864135742188
2024-04-11,173.30169677734375,420.5502624511719,187.35659790039062,113.1319351196289,139.45521545410156,146.91893005371094,58.78256607055664,90.45945739746094
2024-04-12,174.79669189453125,414.6242980957031,175.23876953125,111.81289672851562,138.264892578125,146.4381561279297,58.83147048950195,88.03365325927734
2024-04-15,170.97503662109375,406.5067138671875,175.3346710205078,111.17193603515625,138.33050537109375,146.55123901367188,58.62604522705078,85.8524398803711
2024-04-16,167.69790649414062,407.4304504394531,173.33096313476562,110.2523193359375,135.38748168945312,147.02264404296875,58.53800582885742,87.26399230957031
2024-04-17,166.3316192626953,404.7377624511719,172.64071655273438,110.19658660888672,135.6874237060547,147.97482299804688,58.35213088989258,83.88982391357422
2024-04-18,165.38111877441406,397.29827880859375,173.76239013671875,110.09441375732422,136.59657287597656,149.24342346191406,57.97062301635742,84.52472686767578
2024-04-19,163.3614044189453,392.2370910644531,178.12445068359375,111.35771942138672,138.6304168701172,150.04994201660156,58.234745025634766,76.06836700439453
2024-04-22,164.19305419921875,394.04534912109375,181.58529663085938,111.98938751220703,139.76449584960938,152.3271484375,58.83147048950195,79.3806381225586
2024-04-23,165.24252319335938,400.5413818359375,184.20254516601562,112.42597198486328,140.1768798828125,153.23805236816406,57.8043212890625,82.2806167602539
2024-04-24,167.3415069580078,402.005615234375,185.10366821289062,112.44456481933594,139.21153259277344,154.28176879882812,58.567344665527344,79.53935241699219
2024-04-25,168.2028350830078,392.1584777832031,185.3817138671875,112.70465087890625,137.6088104248047,154.23435974121094,58.89995574951172,82.4892578125
2024-04-26,167.61871337890625,399.31292724609375,185.4967498779297,109.57421875,136.9714813232422,153.0387725830078,58.851043701171875,87.58345031738281
2024-04-29,171.77699279785156,395.3131103515625,185.29541015625,111.13478088378906,137.6088104248047,153.38987731933594,58.92929458618164,87.60540771484375
2024-04-30,168.6384735107422,382.61590576171875,183.8190460205078,109.86216735839844,135.51869201660156,154.85108947753906,58.05866622924805,86.25274658203125
2024-05-01,167.61871337890625,388.1291198730469,183.93411254882812,107.78142547607422,141.69528198242188,155.0408477783203,57.56953811645508,82.89753723144531
2024-05-02,171.31166076660156,390.9791564941406,183.7423553466797,107.97648620605469,140.51434326171875,155.45835876464844,58.41083526611328,85.66874694824219
2024-05-03,181.5588836669922,399.6470642089844,182.6398468017578,107.7535629272461,139.9051055908203,156.04661560058594,58.5184326171875,88.63561248779297
2024-05-06,179.90545654296875,406.4084167480469,184.06829833984375,108.45023345947266,139.2583770751953,156.02764892578125,58.567344665527344,91.98082733154297
2024-05-07,180.5885772705078,402.2808532714844,183.82862854003906,107.91146850585938,139.3896026611328,157.28012084960938,59.30103302001953,90.39756774902344
2024-05-08,180.92523193359375,403.46014404296875,187.5675506591797,107.89289855957031,139.60519409179688,156.6254119873047,58.98799514770508,90.25582122802734
2024-05-09,182.73704528808594,405.2095031738281,189.34109497070312,110.02009582519531,140.44873046875,157.54579162597656,59.32960510253906,88.59369659423828
2024-05-10,181.4779510498047,407.5877380371094,190.5586395263672,109.57421875,140.50497436523438,158.31436157226562,59.36886978149414,89.72273254394531
2024-05-13,184.68020629882812,406.58526611328125,190.52029418945312,109.52778625488281,141.73277282714844,157.3844757080078,59.30015563964844,90.24285125732422
2024-05-14,185.82032775878906,409.3763427734375,193.18544006347656,110.19265747070312,141.8827362060547,157.28012084960938,58.760257720947266,91.19818878173828
2024-05-15,188.09068298339844,416.5338439941406,193.76068115234375,111.04483795166016,143.09181213378906,157.99176025390625,58.730812072753906,94.46652221679688
2024-05-16,188.20962524414062,414.4761657714844,194.1057891845703,110.37994384765625,144.6007843017578,159.27267456054688,62.83401870727539,94.19599914550781
2024-05-17,188.2393798828125,413.708251953125,196.32994079589844,112.0374755859375,144.93821716308594,159.06393432617188,63.462249755859375,92.31924438476562
2024-05-20,189.39935302734375,418.7588806152344,187.50042724609375,111.12910461425781,142.92567443847656,158.7508087158203,63.00088882446289,94.61627960205078
2024-05-21,190.69810485839844,422.4016418457031,191.2776641845703,110.36122131347656,142.89735412597656,159.7376251220703,63.95307159423828,95.22122192382812
2024-05-22,189.2605438232422,423.8587341308594,190.1176300048828,108.14183044433594,145.03268432617188,159.22528076171875,64.05123138427734,94.78595733642578
2024-05-23,185.27505493164062,420.3931884765625,188.78504943847656,106.29700469970703,141.4423065185547,157.02392578125,63.64876174926758,103.61969757080078
2024-05-24,188.34844970703125,423.5043029785156,192.4185028076172,106.21271514892578,138.8628692626953,156.87210083007812,64.1788330078125,106.28506469726562
2024-05-28,188.35836791992188,423.661865234375,191.2584991455078,107.56122589111328,136.41575622558594,154.7657012939453,63.8450927734375,113.70423126220703
2024-05-29,188.65576171875,422.5296325683594,189.92588806152344,106.40937805175781,136.47244262695312,153.38037109375,63.72728729248047,114.62663269042969
2024-05-30,189.64720153808594,408.25396728515625,191.0955047607422,106.74649810791016,137.26611328125,154.26280212402344,63.697845458984375,110.30912017822266
2024-05-31,190.5989532470703,408.7068786621094,194.25918579101562,109.8087158203125,138.5794219970703,156.12252807617188,64.55186462402344,109.44361114501953
2024-06-03,192.3636474609375,407.12176513671875,193.48263549804688,107.17726135253906,139.59042358398438,156.22691345214844,64.61076354980469,114.80133056640625
2024-06-04,192.68089294433594,409.63232421875,190.93251037597656,105.5103759765625,139.6470947265625,158.46615600585938,65.37643432617188,116.23585510253906
2024-06-05,194.18785095214844,417.4494323730469,189.11102294921875,105.93177795410156,137.9180450439453,157.55531311035156,65.857421875,122.2284927368164
2024-06-06,192.80979919433594,417.9515686035156,188.7754669189453,106.72777557373047,138.34320068359375,159.85145568847656,65.91632843017578,120.78897857666016
2024-06-07,195.19911193847656,417.2919921875,191.68988037109375,105.58529663085938,138.96682739257812,158.51361083984375,64.6696548461914,120.67916870117188
2024-06-10,191.46145629882812,421.24969482421875,191.3639373779297,105.89432525634766,139.01406860351562,158.78880310058594,65.72982025146484,121.5796127319336
2024-06-11,205.3709716796875,425.9853210449219,186.33079528808594,105.04214477539062,138.6644744873047,158.91212463378906,65.5040512084961,120.71105194091797
2024-06-12,211.2401580810547,434.2356872558594,183.61773681640625,103.8809585571289,137.38893127441406,156.72979736328125,65.09175872802734,124.99398040771484
2024-06-13,212.40008544921875,434.7475891113281,185.6597442626953,103.0475082397461,137.42672729492188,157.89686584472656,65.47459411621094,129.39671325683594
2024-06-14,210.66513061523438,435.7222595214844,185.77479553222656,102.17659759521484,137.51177978515625,158.2574005126953,65.7887191772461,131.66297912597656
2024-06-17,214.8092498779297,441.43255615234375,186.9252166748047,101.47427368164062,137.89913940429688,158.93109130859375,66.18135833740234,130.76446533203125
2024-06-18,212.44967651367188,439.4339599609375,188.86175537109375,102.42945098876953,137.61569213867188,159.93687438964844,66.35806274414062,135.3568878173828
2024-06-20,207.87924194335938,438.80389404296875,190.46275329589844,104.63946533203125,139.62820434570312,159.0924072265625,66.76052856445312,130.56478881835938
2024-06-21,205.7080841064453,442.8207092285156,188.19068908691406,103.72175598144531,140.54469299316406,159.6522216796875,66.662353515625,126.36173248291016
2024-06-24,206.3524932861328,440.743408203125,190.6641082763672,106.80268859863281,140.894287109375,159.83248901367188,67.63418579101562,117.91564178466797
2024-06-25,207.2744903564453,443.97265625,189.88754272460938,107.10235595703125,139.07073974609375,158.31436157226562,66.18135833740234,125.88252258300781
2024-06-26,211.41859436035156,445.1639404296875,189.2740020751953,107.13982391357422,138.72117614746094,158.88368225097656,67.03538513183594,126.19200134277344
2024-06-27,212.2613067626953,445.84326171875,190.94210815429688,107.59867858886719,137.75743103027344,158.09609985351562,66.63291931152344,123.78598022460938
2024-06-28,208.81118774414062,440.0345153808594,193.90444946289062,107.80470275878906,138.0975799560547,156.48309326171875,66.46603393554688,123.33671569824219
2024-07-01,214.8885498046875,449.6632080078125,196.96267700195312,107.65486145019531,138.36212158203125,154.3956298828125,66.24027252197266,124.09546661376953
2024-07-02,218.37832641601562,452.1737060546875,200.2030487060547,106.92442321777344,137.97474670410156,155.51527404785156,66.8194351196289,122.46814727783203
2024-07-03,219.64732360839844,453.64068603515625,200.06883239746094,107.46757507324219,137.6535186767578,155.4488525390625,66.98629760742188,128.06890869140625
2024-07-05,224.3961639404297,460.32562255859375,197.41781616210938,106.16590118408203,138.39991760253906,156.7582550048828,68.75322723388672,125.6229476928711
2024-07-08,225.8634796142578,459.02606201171875,197.78414916992188,105.05152893066406,137.45506286621094,158.00123596191406,68.39985656738281,127.98902893066406
2024-07-09,226.716064453125,452.4297180175781,200.1555938720703,103.89031219482422,138.9384765625,157.18524169921875,68.61579895019531,131.163818359375
2024-07-10,230.97915649414062,459.0358581542969,200.3194580078125,104.80804443359375,141.1871795654297,158.26690673828125,69.11644744873047,134.68801879882812
2024-07-11,225.61561584472656,447.6646423339844,199.9820556640625,106.05352020263672,141.4423065185547,157.0713653564453,68.51763916015625,127.19036865234375
2024-07-12,228.5601043701172,446.5323791503906,197.56243896484375,106.0722427368164,141.61236572265625,158.08663940429688,67.96793365478516,129.02735900878906
2024-07-15,232.38694763183594,446.9360656738281,202.48846435546875,107.88898468017578,141.00767517089844,156.1604766845703,68.33113861083984,128.22865295410156
2024-07-16,232.80337524414062,442.56475830078125,205.92994689941406,108.66622924804688,142.68002319335938,158.40924072265625,68.70413970947266,126.1520767211914
2024-07-17,226.91436767578125,436.6575927734375,209.06295776367188,110.16455841064453,147.9427947998047,160.7718505859375,69.72504425048828,117.79582977294922
2024-07-18,222.25473022460938,433.55633544921875,202.42098999023438,111.2508544921875,146.84677124023438,159.82301330566406,69.5188980102539,120.89073944091797
2024-07-19,222.3836212158203,430.3467712402344,202.2281951904297,108.69432830810547,146.1570281982422,160.32606506347656,69.45018768310547,117.73594665527344
2024-07-22,222.03662109375,436.0865173339844,202.71022033691406,107.9451675415039,145.73187255859375,160.60289001464844,69.08699035644531,123.33671569824219
2024-07-23,223.0775909423828,437.9670104980469,202.75839233398438,106.203369140625,143.9461212158203,159.0469512939453,69.3520278930664,122.3882827758789
2024-07-24,216.66314697265625,422.2637939453125,201.08102416992188,107.7016830444336,147.6593475341797,160.3642578125,69.30294036865234,114.06199645996094
2024-07-25,215.62220764160156,411.9263000488281,201.1581573486328,109.96791076660156,150.833984375,159.31423950195312,68.73358917236328,112.0952377319336
2024-07-26,216.08815002441406,418.68994140625,204.59963989257812,109.87427520751953,151.77882385253906,161.42381286621094,68.49800872802734,112.87396240234375
2024-07-29,216.36573791503906,420.12738037109375,203.25967407226562,108.72241973876953,149.81356811523438,162.20652770996094,68.34093475341797,111.40636444091797
2024-07-30,216.92095947265625,416.37640380859375,207.44345092773438,110.660888671875,152.43077087402344,154.3505859375,67.91885375976562,103.55931091308594
2024-07-31,220.17276000976562,411.8770446777344,205.13949584960938,111.05419158935547,149.1427459716797,153.4533233642578,67.37895202636719,116.82743072509766
2024-08-01,216.48471069335938,410.6561584472656,200.47373962402344,109.5184097290039,151.8922119140625,158.1592559814453,68.50782012939453,109.03028869628906
2024-08-02,217.9718475341797,402.1695861816406,191.97122192382812,109.45286560058594,155.08578491210938,162.34971618652344,67.20225524902344,107.09347534179688
2024-08-05,207.47276306152344,389.03594970703125,187.88385009765625,107.47694396972656,152.3551788330078,160.42153930664062,66.3482437133789,100.28470611572266
2024-08-06,205.4502716064453,393.4269714355469,193.12802124023438,106.90570068359375,150.2009735107422,160.4501495361328,66.4954833984375,104.07846069335938
2024-08-07,208.01808166503906,392.2652587890625,193.1858673095703,108.32910919189453,150.1348114013672,162.2924346923828,65.68073272705078,98.74723815917969
2024-08-08,211.4780731201172,396.4593200683594,196.71409606933594,110.398681640625,151.38198852539062,163.1038055419922,66.41695404052734,104.7972640991211
2024-08-09,214.38290405273438,399.7378234863281,198.39146423339844,111.29766845703125,151.75990295410156,162.78878784179688,66.70161437988281,104.57763671875
2024-08-12,215.91146850585938,400.515625,198.76742553710938,111.43814086914062,151.06072998046875,159.22830200195312,67.4378433227539,108.8405990600586
2024-08-13,219.62364196777344,407.604248046875,200.45443725585938,110.37059020996094,149.65292358398438,159.68650817871094,66.87832641601562,115.94889068603516
2024-08-14,220.07029724121094,410.41009521484375,202.67166137695312,111.39131164550781,149.73797607421875,161.1278839111328,67.39859008789062,117.88569641113281
2024-08-15,223.04795837402344,415.2626647949219,203.9344940185547,112.08042907714844,150.31431579589844,160.28787231445312,71.8355484008789,122.6578369140625
2024-08-16,224.36810302734375,412.7377624511719,206.26734924316406,111.55180358886719,150.59779357910156,160.2592315673828,72.30608367919922,124.375
2024-08-19,224.20924377441406,415.755859375,207.69407653808594,111.89163970947266,150.8245391845703,160.76516723632812,72.57189178466797,129.78610229492188
2024-08-20,224.8246307373047,418.9810485839844,206.79757690429688,108.16287231445312,151.32530212402344,162.6647186279297,73.37911224365234,127.04061889648438
2024-08-21,224.71548461914062,418.3301086425781,206.8746795654297,107.4737548828125,152.52523803710938,162.4260711669922,74.06822204589844,128.28854370117188
2024-08-22,222.85939025878906,409.8577575683594,208.8316192626953,108.30445861816406,153.39450073242188,162.41651916503906,74.40292358398438,123.536376953125
2024-08-23,225.15220642089844,411.0807800292969,210.4511260986328,109.80540466308594,155.07632446289062,161.48106384277344,74.52104949951172,129.15711975097656
2024-08-26,225.48965454101562,407.8259582519531,211.28018188476562,112.15595245361328,155.52984619140625,162.60743713378906,74.8459243774414,126.25189971923828
2024-08-27,226.3333282470703,408.171142578125,212.25381469726562,111.08924102783203,155.13002014160156,161.55743408203125,74.9443588256836,128.08888244628906
2024-08-28,224.8048095703125,404.9755554199219,213.32386779785156,109.99420928955078,156.05343627929688,161.37606811523438,74.89513397216797,125.40331268310547
2024-08-29,228.0802459716797,407.4610290527344,214.21075439453125,111.51403045654297,156.34857177734375,162.30198669433594,75.2298355102539,117.39649963378906
2024-08-30,227.29611206054688,411.426025390625,216.70750427246094,111.33467864990234,157.9003448486328,163.74334716796875,76.02723693847656,119.173583984375
2024-09-03,221.11248779296875,403.8315124511719,212.36949157714844,109.00302124023438,159.13795471191406,166.5879364013672,75.9681625366211,107.8222885131836
2024-09-04,219.20677185058594,403.29888916015625,211.4344024658203,107.67198944091797,159.328369140625,167.90516662597656,76.03706359863281,106.03523254394531
2024-09-05,220.7253875732422,402.79583740234375,209.79563903808594,106.83183288574219,157.0720977783203,167.49472045898438,75.76143646240234,107.0335922241211
2024-09-06,219.17698669433594,396.197509765625,204.81170654296875,106.33150482177734,156.49136352539062,167.60928344726562,75.44641876220703,102.6607894897461
2024-09-09,219.26632690429688,400.16241455078125,209.00511169433594,108.56877136230469,158.61434936523438,168.0579376220703,76.1355209350586,106.2947998046875
2024-09-10,218.47225952148438,408.52630615234375,198.16009521484375,104.61344146728516,159.34738159179688,169.70928955078125,77.5826187133789,107.92210388183594
2024-09-11,221.0032958984375,417.24517822265625,199.76998901367188,103.5750503540039,156.9102325439453,166.01519775390625,77.61215209960938,116.71762084960938
2024-09-12,221.11248779296875,421.15093994140625,199.1627197265625,105.00048828125,156.7388916015625,165.5856475830078,78.41939544677734,118.95413208007812
2024-09-13,220.844482421875,424.6917419433594,196.9647674560547,104.92495727539062,157.57666015625,166.1678924560547,79.34474182128906,118.9141845703125
2024-09-16,214.7104949951172,425.4314270019531,200.37733459472656,106.39759063720703,158.97613525390625,169.1842803955078,79.30537414550781,116.59780883789062
2024-09-17,215.1769561767578,429.1893005371094,201.71726989746094,107.7852554321289,159.0522918701172,167.88609313964844,77.37589263916016,115.40966796875
2024-09-18,219.04794311523438,424.90869140625,200.0592041015625,108.16287231445312,158.17640686035156,166.01519775390625,77.7991943359375,113.19313049316406
2024-09-19,227.16708374023438,432.6807861328125,202.9029998779297,109.50332641601562,156.9102325439453,163.74334716796875,76.82462310791016,117.68611145019531
2024-09-20,226.5020751953125,429.3076171875,203.49102783203125,108.81421661376953,156.2819061279297,166.30154418945312,77.8287353515625,115.81902313232422
2024-09-23,224.78492736816406,427.57171630859375,203.8284454345703,110.78717041015625,155.38702392578125,165.87197875976562,79.0789566040039,116.07862091064453
2024-09-24,225.6782684326172,423.2912292480469,203.9730224609375,110.49452209472656,154.9681396484375,165.3660888671875,79.41365051269531,120.68142700195312
2024-09-25,224.68568420410156,426.1908874511719,202.62344360351562,108.34221649169922,152.89279174804688,164.43060302734375,80.1323013305664,123.31732177734375
2024-09-26,225.82713317871094,425.40185546875,202.2281951904297,106.48255920410156,153.6448516845703,165.33746337890625,78.67533111572266,123.84648132324219
2024-09-27,226.09512329101562,422.1569519042969,202.9222869873047,109.33341979980469,153.65435791015625,165.6619873046875,78.53750610351562,121.21060180664062
2024-09-30,231.266357421875,424.4057312011719,203.26931762695312,110.6550064086914,154.28271484375,165.32789611816406,79.49240112304688,121.25054931640625
2024-10-01,224.5269012451172,414.9273986816406,199.58682250976562,113.2132339477539,154.216064453125,165.1751708984375,80.00430297851562,116.81745910644531
2024-10-02,225.09263610839844,411.4161071777344,199.8278350830078,114.71417999267578,153.43540954589844,164.1060791015625,79.1773910522461,118.66458892822266
2024-10-03,223.99090576171875,410.834228515625,197.8419647216797,115.71481323242188,152.79754638671875,162.38787841796875,79.1773910522461,122.6583480834961
2024-10-04,225.1124725341797,410.3608093261719,204.8641357421875,117.83880615234375,152.59762573242188,161.20423889160156,79.67945861816406,124.7251205444336
2024-10-07,220.04052734375,403.93011474609375,204.5828399658203,118.34855651855469,151.87411499023438,159.52423095703125,77.86809539794922,127.52074432373047
2024-10-08,224.09017944335938,409.0292663574219,204.4082794189453,115.2050552368164,152.0264434814453,160.51698303222656,78.46861267089844,132.6826629638672
2024-10-09,227.8320770263672,411.7415771484375,206.9979248046875,115.25225067138672,152.9403533935547,161.57652282714844,79.14785766601562,132.44305419921875
2024-10-10,227.33583068847656,410.1437683105469,206.4353790283203,116.24345397949219,152.80706787109375,161.27105712890625,78.37015533447266,134.5996856689453
2024-10-11,225.85691833496094,410.61724853515625,215.60101318359375,116.68712615966797,153.7115020751953,163.31378173828125,78.85252380371094,134.58970642089844
