Date,Open,High,Low,Close,SMA20,SMA50,RSI,MACD,MACD_sig,BB_up,BB_dn,SMA200,STO_K,STO_D,DON_HI,DON_LO
2020-05-06,9226.7998046875,9346.900390625,9116.5,9270.900390625,9133.035009765625,9664.14302734375,56.792993692926245,-1.0856483669595036,-78.70739610815964,9840.837775656582,8425.232243874667,11162.565766601563,42.07470801026025,40.74090003822122,9889.0498046875,8909.400390625
2020-05-07,9234.0498046875,9277.849609375,9175.900390625,9199.0498046875,9188.797509765625,9608.2740234375,54.04705002245805,-7.638871791124984,-64.49369124475271,9695.79110416344,8681.803915367811,11150.781513671875,29.56663985142963,35.86562567377132,9889.0498046875,8946.25
2020-05-08,9376.9501953125,9382.650390625,9238.2001953125,9251.5,9211.7625,9550.786015625,49.67227591949941,-8.502049813150734,-53.29536295843232,9683.499771779389,8740.025228220613,11139.54451171875,34.92061593303568,35.52065459824184,9889.0498046875,9116.5
2020-05-11,9348.150390625,9439.900390625,9219.9501953125,9239.2001953125,9236.285009765625,9493.95302734375,49.514804802706536,-10.062620434388009,-44.648814453623466,9654.65061084642,8817.91940868483,11127.826010742188,33.66508466736646,32.71744681727724,9889.0498046875,9116.5
2020-05-12,9168.849609375,9240.849609375,9043.9501953125,9196.5498046875,9240.51748046875,9441.296015625,55.130451958293385,-14.572926350636408,-38.63363683302606,9655.281970060598,8825.752990876903,11116.046259765624,26.548563485380043,31.711421361927382,9889.0498046875,9116.5
2020-05-13,9584.2001953125,9584.5,9351.099609375,9383.5498046875,9260.002490234376,9393.00900390625,54.723331603450745,-3.023189659937998,-31.51154739840845,9662.405903609431,8857.59907685932,11105.022260742187,40.18456589113247,33.46607134795965,9889.0498046875,9043.9501953125
2020-05-14,9213.9501953125,9281.099609375,9119.75,9142.75,9270.875,9342.29400390625,46.09540283354989,-13.148899582070953,-27.83901783514095,9646.029266679527,8895.720733320473,11092.423012695312,11.690906443628363,26.14134527338028,9889.0498046875,9043.9501953125
2020-05-15,9182.400390625,9182.400390625,9050.0,9136.849609375,9278.077490234375,9292.365,49.5694227888715,-21.402989518705,-26.55181217185376,9635.883056917522,8920.271923551227,11079.669760742188,10.99271766688006,20.95606333388029,9889.0498046875,9043.9501953125
2020-05-18,9158.2998046875,9158.2998046875,8806.75,8823.25,9255.902490234375,9244.795,39.678489040776455,-52.64245344178016,-31.769940425839042,9667.580195854673,8844.224784614078,11065.801508789062,1.5245313663125126,8.069385158940301,9889.0498046875,9043.9501953125
2020-05-19,8961.7001953125,9030.349609375,8855.2998046875,8879.099609375,9236.764990234375,9199.7219921875,38.496095096774084,-72.06266342063645,-39.828485024798525,9681.53416700401,8791.995813464739,11053.100756835938,6.684802959554262,6.400683997582269,9889.0498046875,8806.75
2020-05-20,8889.150390625,9093.7998046875,8875.349609375,9066.5498046875,9241.019970703124,9154.9869921875,38.916230527142936,-71.50340878175666,-46.163469776190155,9677.047170622332,8804.992770783916,11041.702504882813,24.004421285330807,10.737918537065852,9889.0498046875,8806.75
2020-05-21,9079.4501953125,9178.5498046875,9056.099609375,9106.25,9236.96748046875,9112.0919921875,30.466799497026514,-67.0834255066311,-50.34746092227835,9676.58868124198,8797.34627969552,11030.578505859376,38.50851816136291,23.065914135415984,9889.0498046875,8806.75
2020-05-22,9067.900390625,9149.599609375,8968.5498046875,9039.25,9223.2349609375,9067.4969921875,41.108597563224606,-68.20072151037493,-53.91811303989767,9669.840683287159,8776.62923858784,11019.418256835937,29.893924783027966,30.802288076573884,9889.0498046875,8806.75
2020-05-26,9099.75,9161.650390625,8996.650390625,9029.0498046875,9216.967431640625,9028.288984375,43.47104119101395,-69.11257046689207,-56.957004525296554,9671.09545132263,8762.839411958621,11008.30275390625,28.582424260687883,32.328289068359574,9889.0498046875,8806.75
2020-05-27,9082.2001953125,9334.0,9004.25,9314.9501953125,9218.599951171875,9005.558984375,51.40049490963397,-46.232505634057816,-54.812104747048814,9673.949955903889,8763.24994643986,10998.456005859374,65.3423587672774,41.27290260366441,9889.0498046875,8806.75
2020-05-28,9364.9501953125,9511.25,9336.5,9490.099609375,9224.059912109375,8986.19296875,58.6831280995564,-13.807629721475678,-46.61120974193419,9690.097325478464,8758.022498740285,10989.960502929687,87.86237343297975,60.59571882031501,9889.0498046875,8806.75
2020-05-29,9422.2001953125,9598.849609375,9376.900390625,9580.2998046875,9225.407421875,8985.99595703125,59.59327091129677,18.949284419823016,-33.49911090958275,9695.59114326176,8755.223700488239,10982.435,97.65814747691435,83.6209598923905,9889.0498046875,8806.75
2020-06-01,9726.849609375,9931.599609375,9706.9501953125,9826.150390625,9223.719921875,8983.4149609375,65.0712517897577,64.00959968314964,-13.99736879103627,9684.462871172651,8762.976972577348,10975.975751953125,90.62548292045986,92.04866794345132,9889.0498046875,8806.75
2020-06-02,9880.849609375,9995.599609375,9824.0498046875,9979.099609375,9257.99990234375,8999.0489453125,69.01654586695055,110.7848886395077,10.959082695072524,9829.346636789993,8686.653167897508,10970.97125,98.61210367822098,95.63191135853172,9931.599609375,8806.75
2020-06-03,10108.2998046875,10176.2001953125,10035.5498046875,10061.5498046875,9300.797412109376,9020.9389453125,67.357910906298,152.74691250614887,39.31664865728779,9974.653604808023,8626.941219410728,10966.292250976563,91.62799851959294,93.62186170609125,9995.599609375,8855.2998046875
2020-06-04,10054.25,10123.849609375,9944.25,10029.099609375,9338.707373046875,9052.14494140625,75.40192620074087,181.2938169065801,67.71208230714626,10086.712053016003,8590.702693077747,10962.124750976562,89.2584201717586,93.16617412319083,10176.2001953125,8875.349609375
2020-06-05,10093.7998046875,10177.7998046875,10040.75,10142.150390625,9385.86240234375,9089.7189453125,77.14386967078076,210.61189473419654,96.29204479255633,10211.659849956772,8560.064954730728,10958.094252929688,97.39984543664148,92.76208804266435,10176.2001953125,8968.5498046875
2020-06-08,10326.75,10328.5,10120.25,10167.4501953125,9431.659912109375,9118.1589453125,92.98686778782343,233.19998121541357,123.67363207712779,10324.921204846854,8538.398619371896,10954.65400390625,89.06802991202852,91.9087651734762,10177.7998046875,8968.5498046875
2020-06-09,10181.150390625,10291.150390625,10021.4501953125,10046.650390625,9472.032421875,9166.886953125,85.84850443829032,238.60319866903956,146.65954539551015,10400.945029675306,8543.119814074693,10949.725004882812,80.6042367539277,89.02403736753256,10328.5,8996.650390625
2020-06-10,10072.599609375,10148.75,10036.849609375,10116.150390625,9518.012451171875,9213.18896484375,84.74345936293642,245.6615234698129,166.4599410103707,10479.960860974721,8556.064041369029,10944.757504882813,84.38548631362161,84.68591765985927,10328.5,9004.25
2020-06-11,10094.099609375,10112.0498046875,9885.0498046875,9902.0,9543.9349609375,9244.87197265625,73.61344391702745,231.30876645793978,179.42970609988453,10518.486326971613,8569.383594903387,10939.638256835937,68.63855739202306,77.87609348652411,10328.5,9336.5
2020-06-12,9544.9501953125,9996.0498046875,9544.349609375,9972.900390625,9585.44248046875,9271.5009765625,77.64157642258746,223.08360319128224,188.16048551816408,10558.76221669079,8612.12274424671,10934.355756835937,73.30031807856497,75.44145392806986,10328.5,9376.900390625
2020-06-15,9919.349609375,9943.349609375,9726.349609375,9813.7001953125,9619.285009765625,9294.56998046875,71.34694680014454,201.3973929922904,190.80786701298933,10573.817510601531,8664.752508929718,10928.185258789063,61.12517993675665,67.6880184691149,10328.5,9544.349609375
2020-06-16,10014.7998046875,10046.150390625,9728.5,9914.0,9673.822509765625,9327.22798828125,68.12829325523596,190.11276950100364,190.6688475105922,10558.972132864637,8788.672886666613,10922.485756835937,58.215725806451616,64.21374127392441,10328.5,9544.349609375
2020-06-17,9876.7001953125,10003.599609375,9833.7998046875,9881.150390625,9723.925048828125,9352.89599609375,62.94912009520175,176.4845313226342,187.83198427300061,10529.533270955939,8918.316826700311,10916.806508789063,52.98972330717809,57.443543016795445,10328.5,9544.349609375
2020-06-18,9863.25,10111.2001953125,9845.0498046875,10091.650390625,9775.180078125,9389.6530078125,65.68318600292204,180.58793980029077,186.38317537845865,10533.753537182532,9016.606619067468,10912.671259765624,69.79538463454425,60.33361124939131,10328.5,9544.349609375
2020-06-19,10119.0,10272.400390625,10072.650390625,10244.400390625,9832.08759765625,9432.86501953125,63.604719569109335,193.9300639374851,187.89255309026393,10548.987499263927,9115.187696048572,10910.186513671875,89.27506631630074,70.68672475267435,10328.5,9544.349609375
2020-06-22,10318.75,10393.650390625,10277.599609375,10311.2001953125,9895.685107421876,9463.24501953125,61.44384432890818,207.50202522873406,191.81444751795797,10538.263062946919,9253.107151896833,10907.595766601562,90.29199111401383,83.12081402161961,10328.5,9544.349609375
2020-06-23,10347.9501953125,10484.7001953125,10301.75,10471.0,9967.7826171875,9497.69001953125,63.39516597434811,228.51819555758811,199.155197125884,10517.859166270135,9417.706068104866,10904.661518554687,98.54307579349873,92.70337774127108,10393.650390625,9544.349609375
2020-06-24,10529.25,10553.150390625,10281.9501953125,10305.2998046875,10017.30009765625,9521.5580078125,58.31126919579965,229.16141091216014,205.15643988313926,10493.239735615323,9541.360459697178,10900.66126953125,75.43116633688669,88.08874441479975,10484.7001953125,9544.349609375
2020-06-25,10235.5498046875,10361.7998046875,10194.5,10288.900390625,10057.24013671875,9547.4590234375,54.688650540278125,225.745613148938,209.274274536299,10477.737408766565,9636.742864670936,10896.8752734375,73.80553178472273,82.59325797170271,10553.150390625,9544.349609375
2020-06-26,10378.900390625,10409.849609375,10311.25,10383.0,10097.375146484375,9576.61302734375,56.59678449979946,228.0033402857407,213.02008768618737,10477.490452557502,9717.259840411249,10894.048774414063,83.13340019283416,77.45669943814785,10553.150390625,9544.349609375
2020-06-29,10311.9501953125,10337.9501953125,10223.599609375,10312.400390625,10121.687646484375,9603.0050390625,58.39096323650029,221.542008487957,214.7244718465413,10490.802477391571,9752.57281557718,10890.494526367187,76.13503037718826,77.69132078491504,10553.150390625,9726.349609375
2020-06-30,10382.599609375,10401.0498046875,10267.349609375,10302.099609375,10137.837646484375,9623.71203125,56.099296959384574,213.1333014983793,214.40623777690888,10508.943541545035,9766.731751423715,10888.015522460937,75.11393865705335,78.12745640902524,10553.150390625,9728.5
2020-07-01,10323.7998046875,10447.0498046875,10299.599609375,10430.0498046875,10156.262646484374,9647.07603515625,68.35865590612937,214.32326685627777,214.38964359278265,10547.46767510946,9765.05761785929,10885.94251953125,87.79733439688987,79.68210114371048,10553.150390625,9833.7998046875
2020-07-02,10493.0498046875,10598.2001953125,10485.5498046875,10551.7001953125,10182.39267578125,9678.48103515625,69.4371694696363,222.5174501710826,216.01520490844266,10606.282278315133,9758.503073247366,10884.461518554688,94.6665173195934,85.85926345784553,10553.150390625,9845.0498046875
2020-07-03,10614.9501953125,10631.2998046875,10562.650390625,10607.349609375,10205.65263671875,9706.88203125,78.64439301648036,230.84085246349605,218.98033441945333,10669.422047465561,9741.88322597194,10882.767265625,97.3471200161823,93.27032391088852,10598.2001953125,10072.650390625
2020-07-06,10723.849609375,10811.400390625,10695.099609375,10763.650390625,10235.462646484375,9735.87703125,79.47412567702526,247.19981000070402,224.62422953570348,10761.374215662192,9709.551077306558,10881.570268554688,95.11559212557052,95.70974315378207,10631.2998046875,10194.5
2020-07-07,10802.849609375,10813.7998046875,10689.7001953125,10799.650390625,10273.112646484375,9768.78203125,81.79300796123226,260.0713600939507,231.71365564735294,10847.674528269532,9698.550764699217,10880.39001953125,98.53941532258065,97.00070915477782,10811.400390625,10194.5
2020-07-08,10818.650390625,10847.849609375,10676.5498046875,10705.75,10302.592626953125,9797.25103515625,73.122954617325,259.7015022528303,237.31122496844844,10903.15954963205,9702.0257042742,10879.004770507812,81.6692785624663,91.77476200353915,10813.7998046875,10194.5
2020-07-09,10755.5498046875,10836.849609375,10733.0,10813.4501953125,10348.16513671875,9825.90203125,72.17911465783217,265.04363488368654,242.85770695149608,10958.979419007952,9737.350854429547,10877.69251953125,94.73491472729175,91.64786953744624,10847.849609375,10194.5
2020-07-10,10764.099609375,10819.400390625,10713.0,10768.0498046875,10387.922607421875,9850.19603515625,68.1080972280499,262.58694256588205,246.80355407437327,10999.402828831233,9776.442386012517,10876.515268554687,87.78604845821563,88.06341391599123,10847.849609375,10223.599609375
2020-07-13,10851.849609375,10894.0498046875,10756.0498046875,10802.7001953125,10437.372607421876,9869.05203125,64.59560336996475,260.4338735625788,249.5296179720144,11012.189064979944,9862.556149863807,10876.440771484375,86.94165751131797,89.82087356560845,10847.849609375,10223.599609375
2020-07-14,10750.849609375,10755.650390625,10562.900390625,10607.349609375,10472.040087890626,9895.3290234375,62.95292457294576,240.1955662223827,247.66280762208805,10995.269517366434,9948.810658414817,10875.274267578125,59.01647125173975,77.91472574042444,10894.0498046875,10267.349609375
2020-07-15,10701.0,10827.4501953125,10577.75,10618.2001953125,10508.892578125,9923.58103515625,64.18902371801292,222.46764491983777,242.62377508163803,10955.03462355281,10062.75053269719,10874.84126953125,58.85606249299022,68.2713970853493,10894.0498046875,10299.599609375
2020-07-16,10706.2001953125,10755.2998046875,10595.2001953125,10739.9501953125,10541.307568359374,9952.96203125,65.02247718374738,215.75525478342752,237.25007102199595,10952.655772736565,10129.959363982183,10872.17001953125,77.01550235164396,64.96267869879131,10894.0498046875,10485.5498046875
2020-07-17,10752.0,10933.4501953125,10749.650390625,10901.7001953125,10574.17255859375,9987.0150390625,73.03384596592883,220.9406442231848,233.98818566223375,10990.639329017837,10157.705788169662,10868.67751953125,95.23345262407875,77.03500582290431,10894.0498046875,10562.650390625
2020-07-20,10999.4501953125,11037.900390625,10953.0,11022.2001953125,10609.72255859375,10022.42904296875,75.91402278265528,232.09796479024953,233.61014148783693,11052.241653878329,10167.203463309172,10865.84751953125,97.87346895584773,90.04080797719014,10933.4501953125,10562.900390625
2020-07-21,11126.099609375,11179.5498046875,11113.25,11162.25,10644.28505859375,10060.8900390625,76.121964492638,249.3665284028757,236.7614188708447,11145.296931161063,10143.273186026438,10864.457768554688,97.50723275396254,96.871384777963,11037.900390625,10562.900390625
2020-07-22,11231.2001953125,11238.099609375,11056.5498046875,11132.599609375,10685.650048828125,10099.61103515625,72.18014946332063,257.68897268310684,240.94692963329712,11205.089039308936,10166.211058347315,10862.264765625,84.38076511580834,93.25382227520622,11179.5498046875,10562.900390625
2020-07-23,11135.0,11239.7998046875,11103.150390625,11215.4501953125,10731.9775390625,10136.24904296875,72.74626767534711,267.88194331724117,246.33393237008593,11267.452396667348,10196.502681457652,10860.780014648437,96.40277286859171,92.76359024612087,11238.099609375,10562.900390625
2020-07-24,11149.9501953125,11225.400390625,11090.2998046875,11194.150390625,10772.53505859375,10177.27705078125,67.91207791025758,271.11597357327264,251.2903406107233,11319.469762479373,10225.600354708127,10859.378515625,93.25610081584661,91.34654626674889,11239.7998046875,10562.900390625
2020-07-27,11225.0,11225.0,11087.849609375,11131.7998046875,10813.505029296875,10217.1760546875,63.52340744970088,265.5862813221793,254.14952875301452,11337.594200922922,10289.415857670829,10858.238012695312,84.04489681091258,91.23459016511697,11239.7998046875,10562.900390625
2020-07-28,11154.099609375,11317.75,11151.400390625,11300.5498046875,10863.4275390625,10266.72205078125,72.82593786562913,271.6888155263423,257.65738610768005,11372.402133446214,10354.452944678787,10858.17076171875,97.72137454946272,91.67412405874063,11239.7998046875,10562.900390625
2020-07-29,11276.900390625,11341.400390625,11149.75,11202.849609375,10902.067529296875,10313.19705078125,65.05910797600785,265.5800866810114,259.24192622234636,11389.389320414359,10414.745738179392,10858.311259765625,82.20285404624278,87.9897084688727,11317.75,10577.75
2020-07-30,11254.2998046875,11299.9501953125,11084.9501953125,11102.150390625,10929.5900390625,10353.9090625,62.39059685243441,249.7345057573948,257.34044212935606,11395.291122379667,10463.888955745331,10858.190009765625,69.26782273603082,83.06401711057877,11341.400390625,10595.2001953125
2020-07-31,11139.5,11150.400390625,11026.650390625,11073.4501953125,10952.895068359376,10393.25306640625,60.08566235905435,232.1844252851024,252.30923876050534,11396.839702765099,10508.950433953652,10856.99076171875,65.5812208975594,72.35063255994433,11341.400390625,10749.650390625
2020-08-03,11057.5498046875,11058.0498046875,10882.25,10891.599609375,10959.292529296876,10430.30005859375,60.696127269333154,201.28178643247884,242.10374829490007,11395.372560000109,10523.212498593643,10855.276010742187,41.09859868180435,58.64921410513151,11341.400390625,10953.0
2020-08-04,10946.650390625,11112.25,10908.099609375,11095.25,10974.072509765625,10471.6240625,65.67642382975338,191.022122920509,231.88742322002184,11407.399269307916,10540.745750223334,10854.22701171875,67.0128214691883,57.897547016184014,11341.400390625,10882.25
2020-08-05,11155.75,11225.650390625,11064.0498046875,11101.650390625,10993.867529296875,10507.35806640625,62.86088901636236,181.31760719408885,221.77346001483525,11411.469624728208,10576.265433865541,10853.02951171875,59.484579636670894,55.865333262554515,11341.400390625,10882.25
2020-08-06,11185.7001953125,11256.7998046875,11127.2998046875,11200.150390625,11013.2025390625,10541.55908203125,61.11172113093312,179.50560647174825,213.31988930621787,11431.440704765148,10594.964373359853,10851.888764648438,69.23665908075802,65.24468672887241,11341.400390625,10882.25
2020-08-07,11186.650390625,11231.900390625,11142.0498046875,11214.0498046875,11035.5025390625,10574.23408203125,57.75869967709933,177.1490850165319,206.0857284482807,11446.196172187958,10624.808905937041,10850.639013671875,72.26386200735904,66.99503357492932,11341.400390625,10882.25
2020-08-10,11270.25,11337.2998046875,11238.0,11270.150390625,11058.875048828126,10603.11408203125,54.68154161652797,177.7592749481537,200.42043774825532,11466.981377880278,10650.768719775973,10849.058017578125,84.48220856286024,75.32757655032577,11341.400390625,10882.25
2020-08-11,11322.25,11373.599609375,11299.150390625,11322.5,11094.632568359375,10629.98208984375,58.08016926728408,180.3876344749442,196.4138770935931,11459.155926489151,10730.109210229599,10847.36126953125,89.60015264080518,82.11540773700816,11341.400390625,10882.25
2020-08-12,11289.0,11322.0,11242.650390625,11308.400390625,11129.142578125,10654.9191015625,54.20075681677955,179.26643581245844,192.98438883736617,11428.635881353577,10829.649274896423,10845.9615234375,86.7305850038359,86.93764873583378,11373.599609375,10882.25
2020-08-13,11334.849609375,11359.2998046875,11269.9501953125,11300.4501953125,11157.167578125,10680.34611328125,54.862749758093265,175.71087785182135,189.52968664025724,11403.498425432059,10910.83673081794,10844.443276367187,85.11255271871559,87.14776345445223,11373.599609375,10882.25
2020-08-14,11353.2998046875,11366.25,11111.4501953125,11178.400390625,11171.002587890625,10701.07111328125,52.02136627229712,161.18661437081755,183.8610721863693,11386.00996050968,10955.99521527157,10842.422280273437,60.27284543925969,77.3719943872704,11373.599609375,10882.25
2020-08-17,11248.900390625,11267.099609375,11144.5,11247.099609375,11182.24755859375,10722.6641015625,47.461158739156126,153.45060072477827,177.77897789405114,11387.803762280566,10976.691354906934,10840.738276367187,74.25458419293162,73.21332745030232,11373.599609375,10882.25
2020-08-18,11259.7998046875,11401.7001953125,11253.150390625,11385.349609375,11193.4025390625,10749.4380859375,58.347060484029456,156.66938660637425,173.55705963651576,11417.744991130206,10969.060086994792,10838.730776367187,96.85232846477928,77.12658603232354,11373.599609375,10908.099609375
2020-08-19,11452.150390625,11460.349609375,11394.099609375,11408.400390625,11207.192578125,10775.2830859375,65.07802493259123,159.24463004231075,170.69457371767476,11449.022910739817,10965.362245510181,10836.552280273438,91.01379452475953,87.3735690608235,11401.7001953125,11064.0498046875
2020-08-20,11317.4501953125,11361.4501953125,11289.7998046875,11312.2001953125,11212.030078125,10803.48708984375,61.02210552511893,151.77342763764864,166.91034450166956,11458.384318031942,10965.67583821806,10833.726030273438,74.37302989658329,87.41305096204071,11460.349609375,11111.4501953125
2020-08-21,11409.650390625,11418.5,11362.2001953125,11371.599609375,11220.9025390625,10831.46107421875,74.98439491935173,148.92872456618898,163.31402051457346,11477.129328219087,10964.675749905911,10831.131030273438,83.92937980986872,83.10540141040386,11460.349609375,11111.4501953125
2020-08-24,11412.0,11497.25,11410.650390625,11466.4501953125,11237.63505859375,10864.51607421875,71.78916884400333,152.56920366400482,161.16505714445972,11512.399112611622,10962.87100457588,10828.756782226563,92.89016832846029,83.73085934497078,11460.349609375,11111.4501953125
2020-08-25,11513.099609375,11525.900390625,11423.349609375,11472.25,11246.220068359375,10895.68107421875,71.76926395205294,154.14541297595315,159.76112831075844,11539.375124567947,10953.065012150802,10826.53203125,87.05504515818915,87.95819776550606,11497.25,11111.4501953125
2020-08-26,11512.849609375,11561.75,11461.849609375,11549.599609375,11263.557568359374,10929.05005859375,71.04991940892032,159.7940311280363,159.767708874214,11585.512398217434,10941.602738501315,10824.449780273437,97.30171088272353,92.41564145645766,11525.900390625,11111.4501953125
2020-08-27,11609.2998046875,11617.349609375,11540.599609375,11559.25,11286.412548828124,10958.40205078125,70.90096130763382,163.16840379131645,160.4478478576345,11624.610736967395,10948.214360688853,10822.18578125,88.51558081310166,90.9574456180048,11561.75,11111.4501953125
2020-08-28,11602.9501953125,11686.0498046875,11589.400390625,11647.599609375,11315.12001953125,10986.46603515625,71.99462352129764,171.00050615523833,162.5583795171553,11674.041303936683,10956.198735125818,10820.88302734375,93.30834990397526,93.04188053326682,11617.349609375,11111.4501953125
2020-08-31,11777.5498046875,11794.25,11325.849609375,11387.5,11339.9150390625,11007.99203125,53.04935595183337,154.43935818645514,160.93457525101527,11639.208868910466,11040.621209214534,10818.253276367188,40.42909836710351,74.08434302806016,11686.0498046875,11144.5
2020-09-01,11464.2998046875,11553.5498046875,11366.900390625,11470.25,11358.6650390625,11027.97703125,57.133400362923915,146.30524672160755,158.00870954513374,11639.859766302941,11077.470311822059,10816.402275390625,52.54831683083353,62.09525503397077,11794.25,11253.150390625
2020-09-02,11478.5498046875,11554.75,11430.400390625,11535.0,11380.33251953125,11052.57103515625,59.84470081707504,143.4303132751138,155.09303029112976,11644.402944437094,11116.262094625406,10814.71677734375,62.031330674054296,51.66958195733045,11794.25,11289.7998046875
2020-09-03,11566.2001953125,11584.9501953125,11507.650390625,11527.4501953125,11396.697509765625,11077.34203125,66.20850342511412,138.94107543427162,151.86263931975816,11654.238268753375,11139.156750777875,10812.87677734375,58.93808315698345,57.8392435539571,11794.25,11289.7998046875
2020-09-04,11354.400390625,11452.0498046875,11303.650390625,11333.849609375,11402.6875,11096.3590234375,53.60961893229526,118.39657083535894,145.16942562287832,11647.604876752579,11157.770123247421,10810.123525390625,14.91393032850496,45.29444805318091,11794.25,11325.849609375
2020-09-07,11359.599609375,11381.150390625,11251.7001953125,11355.0498046875,11406.932470703125,11117.21201171875,48.60318143469794,102.64238399976603,136.66401729825586,11645.02548479007,11168.839456616179,10807.198276367188,19.04887044140173,30.96696130896339,11794.25,11303.650390625
2020-09-08,11378.5498046875,11437.25,11290.4501953125,11317.349609375,11406.674951171875,11137.51701171875,45.85850437798499,86.12222336006016,126.55565851061672,11645.163289871365,11168.186612472386,10803.789526367187,12.10016361545149,15.35432146178607,11794.25,11251.7001953125
2020-09-09,11218.599609375,11298.150390625,11185.150390625,11278.0,11405.154931640625,11154.476015625,48.3595445828575,69.0586275427977,115.05625231705292,11646.649144789206,11163.660718492045,10800.337524414062,15.24374797584806,15.464260677567102,11794.25,11251.7001953125
2020-09-10,11363.2998046875,11464.0498046875,11327.400390625,11449.25,11412.594921875,11172.42701171875,53.36367297487546,68.56368919545093,105.75773969273254,11649.634396857773,11175.555446892226,10798.011772460937,43.359018017758025,23.567643203019202,11794.25,11185.150390625
2020-09-11,11447.7998046875,11493.5,11419.900390625,11464.4501953125,11426.897412109374,11189.5690234375,49.906942084170154,68.60711559558695,98.32761487330343,11637.4817128704,11216.313111348349,10794.9652734375,45.854536825937366,34.81910093984782,11794.25,11185.150390625
2020-09-14,11540.150390625,11568.900390625,11383.5498046875,11440.0498046875,11436.544921875,11203.09701171875,48.527250751940485,65.91282174987464,91.84465624861768,11629.377845670191,11243.711998079809,10791.977021484376,41.84855976579159,43.687371536495675,11794.25,11185.150390625
2020-09-15,11487.2001953125,11535.9501953125,11442.25,11521.7998046875,11443.367431640625,11217.54,48.73361015638693,69.57213202175444,87.39015140324504,11638.218549219646,11248.516314061604,10789.08251953125,55.27000984419241,47.65770214530713,11794.25,11185.150390625
2020-09-16,11538.4501953125,11618.099609375,11516.75,11604.5498046875,11453.17490234375,11235.51599609375,51.934731234729476,78.24740779577223,85.56160268175049,11659.99360474314,11246.35619994436,10786.349516601562,68.85563668196204,55.32473543064868,11794.25,11185.150390625
2020-09-17,11539.400390625,11587.2001953125,11498.5,11516.099609375,11463.369873046875,11249.568984375,44.3841855033781,77.09671189241453,83.8686245238833,11660.81848678831,11265.92125930544,10783.649765625,54.33417025001683,59.486605592057096,11794.25,11185.150390625
2020-09-18,11584.099609375,11584.099609375,11446.099609375,11504.9501953125,11470.03740234375,11264.3069921875,56.37034879101672,74.42716256266249,81.98033213163914,11663.401694231412,11276.67311045609,10780.933515625,73.86543059502864,65.68507917566917,11794.25,11185.150390625
2020-09-21,11503.7998046875,11535.25,11218.5,11250.5498046875,11459.2423828125,11273.263984375,39.9542753037522,51.19341426228493,75.82294855776831,11676.125857749621,11242.358907875378,10777.215263671875,15.105562322371092,47.76838772247219,11794.25,11185.150390625
